SMILES	RTs
COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O	79.09098
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6	469.743
COC(=O)N1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl	153.402
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C	247.206
C(C(=O)[O-])[NH+]=C(N)N	489.72102
C1=NC2=C(N1)C(=O)N=C(N2)N	384.19098
C1C2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O	503.40102
CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F	67.305
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	138.30402
CC(=O)NCCCCCCNC(=O)C	90.228
CCCCCC(=O)O	293.26398
CC(CCCCC(=O)NC1=CC=C(C=C1)C(F)(F)F)NCCC2=CN=CN2	318.07002
C(CCN=C(N)N)CC(C(=O)O)N	560.24298
C(CS)C(C(=O)O)N	574.97202
C(CSSCCC(C(=O)O)N)C(C(=O)O)N	574.81002
CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O	194.33298
C(CO)C(C(=O)O)N	497.625
COC1=C(C=C(C=C1)CCN)OC	287.05596
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3	344.481
C1=CC=C(C=C1)CCC(=O)O	522.38598
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4	313.479
C1C(CNC1C(=O)O)O	488.63304
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	334.57698
CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O	284.166
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O	325.28598
CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO	57.826002
CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3	190.47702
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5	321.76098
C1=CN=CN1	271.53
C1=CC=C2C(=C1)C(=C3C(=O)C4=CC=CC=C4N3)C(=O)N2	64.06902
CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	172.99098
CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5	130.46802
C1=CC=C2C(=C1)C(=CN2)CC(=O)N	81.714
C1=CC=C2C(=C1)C(=CN2)CO	74.57898
C1=CC=C2C(=C1)C(=CN2)C=O	69.696
C1=CC=C2C(=C1)C(=CN2)C(=O)O	84.36
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O	306.474
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	135.27198
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	64.854
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	549.27
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O	371.62998
C1CCC2=C(C1)C(=C3CCCC3=N2)N	199.57002
CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3	56.193
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	69.828
CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7	302.025
C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl	75.087
CC(C)CN	302.14602
CC(C)C(=O)O	106.389
CCC(C)C(C(=O)[O-])[NH3+]	430.68402
CC(=CCNC1=NC=NC2=C1NC=N2)C	108.435
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	336.76398
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O	361.05102
C1=NC2=C(NC1=O)NC(=NC2=O)N	384.61998
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC	56.865
CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC	219.14802
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	58.342998
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	365.508
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	83.979
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	104.02602
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1	162.72798
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O	122.14902
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	368.74002
CS(=O)(=O)NC1=CC=C(C=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)NC=C4CCN	314.93502
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C	56.683002
CC(C(=O)N)O	104.54898
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O	539.658
C1C(OC(S1)CO)N2C=CC(=NC2=O)N	204.25902
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	118.80402
CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O	63.76098
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3	59.083002
C1CSC2=NC(CN21)C3=CC=CC=C3	177.12198
CCC(C(=O)N)N1CCCC1=O	87.04902
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	174.06702
CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	59.477004
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC	262.23
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	118.266
CC(=CCCC(C)(C=C)O)C	58.128996
CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F	68.85798
C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5	70.29498
C1CSSC1CCCCC(=O)N	75.057
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O	78.15402
CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O	121.27302
CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl	114.885
CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl	158.97702
COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC	101.757
CC(=O)CCCCN1C=NC2=C1C(=O)N(C(=O)N2C)C	65.28798
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	66.67398
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl	80.06202
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	76.25598
CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl	58.489002
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	130.767
CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O	65.44698
C1=CN=C2C(=N1)C(=O)NC(=O)N2	149.17398
C(CCN)CC(C(=O)O)N	572.54898
CC1=C(C(=O)C=CO1)O	79.371
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	525.22404
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24	159.46902
CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C	257.03202
CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	60.48702
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	57.586998
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC	74.328
CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F	127.28598
CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC	61.77
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C	177.62298
CCCC(C)(COC(=O)N)COC(=O)N	75.01302
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C	254.53398
CN(C)C(=N)N=C(N)N	326.55198
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	119.81502
CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C	65.73798
CSCCC(C(=O)[O-])[NH3+]	442.15998
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	413.94396
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	460.2
CCC=CCC1C(CCC1=O)CC(=O)OC	62.37798
CC(C(C)O)C(=O)O	373.11
COC(=O)CN	317.304
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C	62.274
CCC1(C(=O)C(CNC1=O)C)CC	70.947
CC1=NC=C(N1CCO)[N+](=O)[O-]	70.22298
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O	59.306004
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	77.41602
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O	59.835
C1C(C(C(C(N1CCO)CO)O)O)O	487.23702
CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2	194.00898
CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2	96.054
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	184.52802
CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl	57.880002
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl	121.66398
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N	75.96
CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N	74.469
COC1=C2C(=CC(=C1N3CC4CCC[NH2+]C4C3)F)C(=O)C(=CN2C5CC5)C(=O)[O-]	281.41998
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC	196.84602
CC(C(=O)O)OC1C(C(OC(C1N)O)CO)O	496.944
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	161.352
CN(C)C=O	77.262
C1=COC(=C1)C(=O)NCC(=O)O	240.441
CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2	284.64702
C1CC(C(C1)O)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O	208.59702
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	486.51198
CC(=O)N1CCCCCC1=O	137.78298
CC(=O)NC(CS)C(=O)O	316.84104
CC(=O)NC1C(C(C(OC1O)CO)O)O	423.82998
CC(=O)NC(CCC(=O)O)C(=O)O	460.49598
CC(=O)NC(CC1=CN=CN1)C(=O)O	484.32396
CC(C)CC(C(=O)O)NC(=O)C	137.51598
CC(=O)NC1C(C(C(OC1O)CO)O)O	420.50898
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O	555.453
CC(=O)NC(CO)C(=O)O	460.17402
CNCCC1=CN=CN1	448.698
C1=CC=C(C=C1)COC(=O)NCC(=O)O	460.10802
CC(C)CC(C(=O)O)NC(=O)OCC1=CC=CC=C1	76.509
C1=CC=C(C=C1)C=CC(=O)NCC(=O)O	176.92398
CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1	69.82398
C1CCC(CC1)NC=O	72.16998
CC(=O)NCCCCC(C(=O)O)N	481.60896
CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O	78.91302
CC(C)C(=O)NCC(=O)O	216.243
CC(C)CC(=O)NCC(=O)O	176.40402
CC(C(=O)O)NC	460.323
CNC1=CC=CC=C1	63.49902
CNC1=CC=CC=C1C(=O)O	73.27398
CNC(CC(=O)O)C(=O)O	151.557
CNC(CCC(=O)O)C(=O)O	499.191
CCC(C)C(C(=O)O)NC	386.47998
CN1CCC(C(C1)COC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F	131.99598
C[NH2+]C(CC1=CC=CC=C1)C(=O)[O-]	373.11
C[NH2+]C(CO)C(=O)[O-]	481.60896
CC(C(C(=O)[O-])[NH2+]C)O	460.818
CC(C)C(C(=O)[O-])[NH2+]C	419.652
CC(=O)NCCC1=CN=CN1	359.83698
CNC1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O	384.07398
CC(=CCNC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C	88.58598
CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC	122.81502
COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O	119.62998
C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O	314.7
C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6	267.168
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34	63.32502
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	336.723
CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O	78.057
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl	112.98102
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O	93.24402
CC(=CCCC(=CCOC(=O)C)C)C	59.553996
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2	101.38698
C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]	66.78702
CN1CCCC1C2=CN=CC=C2	320.32998
C1=CC(=CN=C1)C(=O)O	240.43296
C1=CC(=CN=C1)C(=O)NCC(=O)O	424.85202
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC	61.494
CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO	192.57198
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3	59.097
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC	56.614998
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]	60.198
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3	71.81802
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C	278.75304
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC	60.237
CCCCC(C(=O)O)N	419.40198
C1CC(NC1)C2=CN=CC=C2	359.04396
CCCC(C(=O)O)N	293.14998
CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3	78.87702
CC(=O)OCC(C(=O)O)N	460.16304
C(COP(=O)(O)O)N	553.809
C(C(C(=O)O)N)OP(=O)(O)O	591.14502
CC(C(C(=O)O)N)OP(=O)(O)O	584.58
C(COC(=O)CCC(=O)O)C(C(=O)O)N	483.58398
C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O	74.259
CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O	616.593
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C	273.34098
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O	285.47202
C[NH+](C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)[O-]	264.65202
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	80.93802
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C	169.71102
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O	53.559996
CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC	251.26902
CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	64.581
C(CC(C(=O)O)N)CN	575.87004
C1=CC=C(C(=C1)[NH3+])S(=O)(=O)[O-]	151.464
CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4	176.41698
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3	66.792
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	82.04898
C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl	64.56702
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O	274.85202
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O	330.25002
CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O	120.32598
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O)O	369.87096
C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O	179.60202
COC1=CC=C(C=C1)C(=O)O	77.961
C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5	243.108
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC	72.63102
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC	92.50998
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	61.27902
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C	58.965
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4	185.076
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O	149.34798
CC1=C(SC(=C1C(=O)C2=CC(=CC=C2)C(F)(F)F)N)C	56.455998
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CC[NH+](CC3)C)F)C(=O)[O-]	218.89602
C1=CC=C(C=C1)C2C(=O)N=C(O2)N	83.38098
C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N	402.86898
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C	65.577
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC	144.606
C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	128.32998
CC1C(OCCN1C)C2=CC=CC=C2	150.972
C1=CC=C(C=C1)CCNN	266.79102
CC(=O)OCCC1=CC=CC=C1	61.30602
C1=CC=C(C=C1)CCN	292.13298
C1=CC=C(C=C1)CC=O	323.71398
C1=CC=C(C=C1)CC(=O)NCC(=O)O	172.74798
C1=CC=C(C=C1)C(CN)O	330.36402
C1=CC=C(C=C1)OP(=O)(O)O	423.07002
CC(C(C1=CC=CC=C1)O)N	317.68098
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	90.29298
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2O)O)O	80.68902
C1=C(C=C(C=C1O)O)O	68.86698
C[N+](C)(C)CCOP(=O)(O)O	551.43702
C=C(C(=O)[O-])OP(=O)([OH2+])O	543.003
C(C(=O)O)P(=O)(O)O	583.773
C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O	583.31202
C1=CC=C(C(=C1)C(=O)O)C(=O)O	69.22302
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	190.224
CCCCCCCCCCCCCCC(C(C(CO)N)O)O	310.70202
CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O	72.87102
C1CC(=O)NC1C(=O)N2CSCC2C(=O)O	438.177
CCC1C(COC1=O)CC2=CN=CN2C	133.698
CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1	89.23098
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	66.80502
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	65.71998
CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F	210.06702
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3	61.107
C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F	81.61998
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1	140.07798
CCCNC1CCC2=C(C1)SC(=N2)N	341.90898
C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4	64.452
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC	224.72898
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl	153.46002
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	58.083
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl	64.75698
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C	120.40098
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC	58.89
C1=C2C(=NC=N1)N=CN2	146.67798
CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl	61.19202
C1=CC=NC=C1	398.06202
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O	462.264
CC1=NC=C(C(=C1O)CO)CO	226.698
C1CC(=O)NC1C(=O)O	522.498
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	152.13498
C1=CC(=C(N=C1)C(=O)O)C(=O)O	129.40002
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC	146.47098
CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2	56.785998
CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O	126.53202
CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O	441.10698
CCOC(=O)C(CCC1=CC=CC=C1)[NH2+]C(C)C(=O)N2C3CCCC3CC2C(=O)[O-]	84.11598
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C	310.86
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O	167.388
CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN	264.64602
CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O	60.50898
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	84.89898
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	359.70702
CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C	165.51798
CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C6CCCC6)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C	108.63198
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	70.89198
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N	61.82802
CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42	172.389
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	211.362
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O	69.26802
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3	306.66102
COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3	66.993
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C	145.02702
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3	74.20602
CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2	180.37302
COC1=CC2=C(C=C1)NC=C2C3=CCNCC3	276.639
CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F	279.23604
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	396.243
